city	state_code	country	state_name
Fort Wayne	IN	US	Inagua
Fortville	IN	US	Inagua
Fountain County	IN	US	Inagua
Fowler	IN	US	Inagua
Frankfort	IN	US	Inagua
Franklin	IN	US	Inagua
Franklin County	IN	US	Inagua
Frankton	IN	US	Inagua
Fremont	IN	US	Inagua
French Lick	IN	US	Inagua
Fulton County	IN	US	Inagua
Galena	IN	US	Inagua
Galveston	IN	US	Inagua
Garrett	IN	US	Inagua
Gary	IN	US	Inagua
Gas City	IN	US	Inagua
Geneva	IN	US	Inagua
Georgetown	IN	US	Inagua
Gibson County	IN	US	Inagua
Goodland	IN	US	Inagua
Goshen	IN	US	Inagua
Grabill	IN	US	Inagua
Granger	IN	US	Inagua
Grant County	IN	US	Inagua
Greencastle	IN	US	Inagua
Greendale	IN	US	Inagua
Greene County	IN	US	Inagua
Greenfield	IN	US	Inagua
Greensburg	IN	US	Inagua
Greentown	IN	US	Inagua
Greenwood	IN	US	Inagua
Griffith	IN	US	Inagua
Grissom Air Force Base	IN	US	Inagua
Gulivoire Park	IN	US	Inagua
Hagerstown	IN	US	Inagua
Hamilton	IN	US	Inagua
Hamilton County	IN	US	Inagua
Hammond	IN	US	Inagua
Hancock County	IN	US	Inagua
Hanover	IN	US	Inagua
Harlan	IN	US	Inagua
Harrison County	IN	US	Inagua
Hartford City	IN	US	Inagua
Haubstadt	IN	US	Inagua
Hebron	IN	US	Inagua
Hendricks County	IN	US	Inagua
Henry County	IN	US	Inagua
Henryville	IN	US	Inagua
Heritage Lake	IN	US	Inagua
Hidden Valley	IN	US	Inagua
Highland	IN	US	Inagua
Hobart	IN	US	Inagua
Hope	IN	US	Inagua
Howard County	IN	US	Inagua
Hudson Lake	IN	US	Inagua
Huntertown	IN	US	Inagua
Huntingburg	IN	US	Inagua
Huntington	IN	US	Inagua
Huntington County	IN	US	Inagua
Indian Heights	IN	US	Inagua
Indianapolis	IN	US	Inagua
Ingalls	IN	US	Inagua
Jackson County	IN	US	Inagua
Jasonville	IN	US	Inagua
Jasper	IN	US	Inagua
Jasper County	IN	US	Inagua
Jay County	IN	US	Inagua
Jefferson County	IN	US	Inagua
Jeffersonville	IN	US	Inagua
Jennings County	IN	US	Inagua
Johnson County	IN	US	Inagua
Jonesboro	IN	US	Inagua
Kendallville	IN	US	Inagua
Kentland	IN	US	Inagua
Kingsford Heights	IN	US	Inagua
Knightstown	IN	US	Inagua
Knox	IN	US	Inagua
Knox County	IN	US	Inagua
Kokomo	IN	US	Inagua
Koontz Lake	IN	US	Inagua
Kosciusko County	IN	US	Inagua
Kouts	IN	US	Inagua
La Porte	IN	US	Inagua
Lafayette	IN	US	Inagua
Lagrange	IN	US	Inagua
LaGrange County	IN	US	Inagua
Lake County	IN	US	Inagua
Lake Dalecarlia	IN	US	Inagua
Lake Station	IN	US	Inagua
Lakes of the Four Seasons	IN	US	Inagua
Lapel	IN	US	Inagua
LaPorte	IN	US	Inagua
LaPorte County	IN	US	Inagua
Lawrence	IN	US	Inagua
Lawrence County	IN	US	Inagua
Lawrenceburg	IN	US	Inagua
Lebanon	IN	US	Inagua
Leo-Cedarville	IN	US	Inagua
Liberty	IN	US	Inagua
Ligonier	IN	US	Inagua
Linton	IN	US	Inagua
Logansport	IN	US	Inagua
Long Beach	IN	US	Inagua
Loogootee	IN	US	Inagua
Lowell	IN	US	Inagua
Lynn	IN	US	Inagua
Madison	IN	US	Inagua
Madison County	IN	US	Inagua
Marion	IN	US	Inagua
Marion County	IN	US	Inagua
Markle	IN	US	Inagua
Marshall County	IN	US	Inagua
Martin County	IN	US	Inagua
Martinsville	IN	US	Inagua
McCordsville	IN	US	Inagua
Melody Hill	IN	US	Inagua
Meridian Hills	IN	US	Inagua
Merrillville	IN	US	Inagua
Miami County	IN	US	Inagua
Michigan City	IN	US	Inagua
Middlebury	IN	US	Inagua
Middletown	IN	US	Inagua
Milan	IN	US	Inagua
Milford	IN	US	Inagua
Mishawaka	IN	US	Inagua
Mitchell	IN	US	Inagua
Monon	IN	US	Inagua
Monroe County	IN	US	Inagua
Monroeville	IN	US	Inagua
Monrovia	IN	US	Inagua
Montgomery County	IN	US	Inagua
Monticello	IN	US	Inagua
Montpelier	IN	US	Inagua
Mooresville	IN	US	Inagua
Morgan County	IN	US	Inagua
Morocco	IN	US	Inagua
Morristown	IN	US	Inagua
Mount Vernon	IN	US	Inagua
Mulberry	IN	US	Inagua
Muncie	IN	US	Inagua
Munster	IN	US	Inagua
Nappanee	IN	US	Inagua
Nashville	IN	US	Inagua
New Albany	IN	US	Inagua
New Carlisle	IN	US	Inagua
New Castle	IN	US	Inagua
New Chicago	IN	US	Inagua
New Haven	IN	US	Inagua
New Palestine	IN	US	Inagua
New Paris	IN	US	Inagua
New Pekin	IN	US	Inagua
New Whiteland	IN	US	Inagua
Newburgh	IN	US	Inagua
Newport	IN	US	Inagua
Newton County	IN	US	Inagua
Noble County	IN	US	Inagua
Noblesville	IN	US	Inagua
North Judson	IN	US	Inagua
North Liberty	IN	US	Inagua
North Madison	IN	US	Inagua
North Manchester	IN	US	Inagua
North Terre Haute	IN	US	Inagua
North Vernon	IN	US	Inagua
North Webster	IN	US	Inagua
Notre Dame	IN	US	Inagua
Oak Park	IN	US	Inagua
Oakland City	IN	US	Inagua
Odon	IN	US	Inagua
Ogden Dunes	IN	US	Inagua
Ohio County	IN	US	Inagua
Oolitic	IN	US	Inagua
Orange County	IN	US	Inagua
Orleans	IN	US	Inagua
Osceola	IN	US	Inagua
Osgood	IN	US	Inagua
Ossian	IN	US	Inagua
Otterbein	IN	US	Inagua
Owen County	IN	US	Inagua
Owensville	IN	US	Inagua
Oxford	IN	US	Inagua
Paoli	IN	US	Inagua
Parke County	IN	US	Inagua
Parker City	IN	US	Inagua
Pendleton	IN	US	Inagua
Perry County	IN	US	Inagua
Peru	IN	US	Inagua
Petersburg	IN	US	Inagua
Pierceton	IN	US	Inagua
Pike County	IN	US	Inagua
Pittsboro	IN	US	Inagua
Plainfield	IN	US	Inagua
Plymouth	IN	US	Inagua
Portage	IN	US	Inagua
Porter	IN	US	Inagua
Porter County	IN	US	Inagua
Portland	IN	US	Inagua
Posey County	IN	US	Inagua
Poseyville	IN	US	Inagua
Princes Lakes	IN	US	Inagua
Princeton	IN	US	Inagua
Pulaski County	IN	US	Inagua
Putnam County	IN	US	Inagua
Randolph County	IN	US	Inagua
Redkey	IN	US	Inagua
Remington	IN	US	Inagua
Rensselaer	IN	US	Inagua
Richmond	IN	US	Inagua
Ripley County	IN	US	Inagua
Rising Sun	IN	US	Inagua
Roanoke	IN	US	Inagua
Rochester	IN	US	Inagua
Rockport	IN	US	Inagua
Rockville	IN	US	Inagua
Rome City	IN	US	Inagua
Roselawn	IN	US	Inagua
Rossville	IN	US	Inagua
Rush County	IN	US	Inagua
Rushville	IN	US	Inagua
Russiaville	IN	US	Inagua
Saint John	IN	US	Inagua
Saint Joseph County	IN	US	Inagua
Saint Paul	IN	US	Inagua
Salem	IN	US	Inagua
Santa Claus	IN	US	Inagua
Schererville	IN	US	Inagua
Scott County	IN	US	Inagua
Scottsburg	IN	US	Inagua
Seelyville	IN	US	Inagua
Sellersburg	IN	US	Inagua
Seymour	IN	US	Inagua
Shadeland	IN	US	Inagua
Shelburn	IN	US	Inagua
Shelby County	IN	US	Inagua
Shelbyville	IN	US	Inagua
Sheridan	IN	US	Inagua
Shoals	IN	US	Inagua
Shorewood Forest	IN	US	Inagua
Simonton Lake	IN	US	Inagua
Smithville-Sanders	IN	US	Inagua
South Bend	IN	US	Inagua
South Haven	IN	US	Inagua
South Whitley	IN	US	Inagua
Southport	IN	US	Inagua
Speedway	IN	US	Inagua
Spencer	IN	US	Inagua
Spencer County	IN	US	Inagua
Starke County	IN	US	Inagua
Steuben County	IN	US	Inagua
Sullivan	IN	US	Inagua
Sullivan County	IN	US	Inagua
Sunman	IN	US	Inagua
Sweetser	IN	US	Inagua
Switzerland County	IN	US	Inagua
Syracuse	IN	US	Inagua
Tell City	IN	US	Inagua
Terre Haute	IN	US	Inagua
Thorntown	IN	US	Inagua
Tippecanoe County	IN	US	Inagua
Tipton	IN	US	Inagua
Tipton County	IN	US	Inagua
Topeka	IN	US	Inagua
Trafalgar	IN	US	Inagua
Trail Creek	IN	US	Inagua
Tri-Lakes	IN	US	Inagua
Union City	IN	US	Inagua
Union County	IN	US	Inagua
Upland	IN	US	Inagua
Valparaiso	IN	US	Inagua
Vanderburgh County	IN	US	Inagua
Veedersburg	IN	US	Inagua
Vermillion County	IN	US	Inagua
Versailles	IN	US	Inagua
Vevay	IN	US	Inagua
Vigo County	IN	US	Inagua
Vincennes	IN	US	Inagua
Wabash	IN	US	Inagua
Wabash County	IN	US	Inagua
Wakarusa	IN	US	Inagua
Walkerton	IN	US	Inagua
Walton	IN	US	Inagua
Wanatah	IN	US	Inagua
Warren	IN	US	Inagua
Warren County	IN	US	Inagua
Warren Park	IN	US	Inagua
Warrick County	IN	US	Inagua
Warsaw	IN	US	Inagua
Washington	IN	US	Inagua
Washington County	IN	US	Inagua
Waterloo	IN	US	Inagua
Wayne County	IN	US	Inagua
Wells County	IN	US	Inagua
West Lafayette	IN	US	Inagua
West Terre Haute	IN	US	Inagua
Westfield	IN	US	Inagua
Westport	IN	US	Inagua
Westville	IN	US	Inagua
White County	IN	US	Inagua
Whiteland	IN	US	Inagua
Whitestown	IN	US	Inagua
Whiting	IN	US	Inagua
Whitley County	IN	US	Inagua
Williamsport	IN	US	Inagua
Winamac	IN	US	Inagua
Winchester	IN	US	Inagua
Winfield	IN	US	Inagua
Winona Lake	IN	US	Inagua
Wolcottville	IN	US	Inagua
Woodburn	IN	US	Inagua
Worthington	IN	US	Inagua
Yorktown	IN	US	Inagua
Zionsville	IN	US	Inagua
Ackley	IA	US	Ialoveni District
Adair County	IA	US	Ialoveni District
Adams County	IA	US	Ialoveni District
Adel	IA	US	Ialoveni District
Akron	IA	US	Ialoveni District
Albia	IA	US	Ialoveni District
Algona	IA	US	Ialoveni District
Allamakee County	IA	US	Ialoveni District
Allison	IA	US	Ialoveni District
Alta	IA	US	Ialoveni District
Alton	IA	US	Ialoveni District
Altoona	IA	US	Ialoveni District
Ames	IA	US	Ialoveni District
Anamosa	IA	US	Ialoveni District
Ankeny	IA	US	Ialoveni District
Aplington	IA	US	Ialoveni District
Appanoose County	IA	US	Ialoveni District
Arnolds Park	IA	US	Ialoveni District
Asbury	IA	US	Ialoveni District
Atkins	IA	US	Ialoveni District
Atlantic	IA	US	Ialoveni District
Audubon	IA	US	Ialoveni District
Audubon County	IA	US	Ialoveni District
Avoca	IA	US	Ialoveni District
Baxter	IA	US	Ialoveni District
Bedford	IA	US	Ialoveni District
Belle Plaine	IA	US	Ialoveni District
Bellevue	IA	US	Ialoveni District
Belmond	IA	US	Ialoveni District
Benton County	IA	US	Ialoveni District
Bettendorf	IA	US	Ialoveni District
Black Hawk County	IA	US	Ialoveni District
Bloomfield	IA	US	Ialoveni District
Blue Grass	IA	US	Ialoveni District
Bondurant	IA	US	Ialoveni District
Boone	IA	US	Ialoveni District
Boone County	IA	US	Ialoveni District
Bremer County	IA	US	Ialoveni District
Britt	IA	US	Ialoveni District
Brooklyn	IA	US	Ialoveni District
Buchanan County	IA	US	Ialoveni District
Buena Vista County	IA	US	Ialoveni District
Buffalo	IA	US	Ialoveni District
Buffalo (historical)	IA	US	Ialoveni District
Burlington	IA	US	Ialoveni District
Butler County	IA	US	Ialoveni District
Calhoun County	IA	US	Ialoveni District
Camanche	IA	US	Ialoveni District
Carlisle	IA	US	Ialoveni District
Carroll	IA	US	Ialoveni District
Carroll County	IA	US	Ialoveni District
Carter Lake	IA	US	Ialoveni District
Cascade	IA	US	Ialoveni District
Cass County	IA	US	Ialoveni District
Cedar County	IA	US	Ialoveni District
Cedar Falls	IA	US	Ialoveni District
Cedar Rapids	IA	US	Ialoveni District
Center Point	IA	US	Ialoveni District
Centerville	IA	US	Ialoveni District
Central City	IA	US	Ialoveni District
Cerro Gordo County	IA	US	Ialoveni District
Chariton	IA	US	Ialoveni District
Charles City	IA	US	Ialoveni District
Cherokee	IA	US	Ialoveni District
Cherokee County	IA	US	Ialoveni District
Chickasaw County	IA	US	Ialoveni District
Clarinda	IA	US	Ialoveni District
Clarion	IA	US	Ialoveni District
Clarke County	IA	US	Ialoveni District
Clarksville	IA	US	Ialoveni District
Clay County	IA	US	Ialoveni District
Clayton County	IA	US	Ialoveni District
Clear Lake	IA	US	Ialoveni District
Clinton	IA	US	Ialoveni District
Clinton County	IA	US	Ialoveni District
Clive	IA	US	Ialoveni District
Colfax	IA	US	Ialoveni District
Columbus Junction	IA	US	Ialoveni District
Conrad	IA	US	Ialoveni District
Coon Rapids	IA	US	Ialoveni District
Coralville	IA	US	Ialoveni District
Corning	IA	US	Ialoveni District
Corydon	IA	US	Ialoveni District
Council Bluffs	IA	US	Ialoveni District
Crawford County	IA	US	Ialoveni District
Cresco	IA	US	Ialoveni District
Creston	IA	US	Ialoveni District
Dakota City	IA	US	Ialoveni District
Dallas Center	IA	US	Ialoveni District
Dallas County	IA	US	Ialoveni District
Davenport	IA	US	Ialoveni District
Davis County	IA	US	Ialoveni District
De Soto	IA	US	Ialoveni District
De Witt	IA	US	Ialoveni District
Decatur County	IA	US	Ialoveni District
Decorah	IA	US	Ialoveni District
Delaware County	IA	US	Ialoveni District
Denison	IA	US	Ialoveni District
Denver	IA	US	Ialoveni District
Des Moines	IA	US	Ialoveni District
Des Moines County	IA	US	Ialoveni District
Dickinson County	IA	US	Ialoveni District
Dike	IA	US	Ialoveni District
Dubuque	IA	US	Ialoveni District
Dubuque County	IA	US	Ialoveni District
Durant	IA	US	Ialoveni District
Dyersville	IA	US	Ialoveni District
Dysart	IA	US	Ialoveni District
Eagle Grove	IA	US	Ialoveni District
Earlham	IA	US	Ialoveni District
Eddyville	IA	US	Ialoveni District
Eldora	IA	US	Ialoveni District
Eldridge	IA	US	Ialoveni District
Elk Run Heights	IA	US	Ialoveni District
Elkader	IA	US	Ialoveni District
Ely	IA	US	Ialoveni District
Emmet County	IA	US	Ialoveni District
Emmetsburg	IA	US	Ialoveni District
Epworth	IA	US	Ialoveni District
Estherville	IA	US	Ialoveni District
Evansdale	IA	US	Ialoveni District
Fairbank	IA	US	Ialoveni District
Fairfax	IA	US	Ialoveni District
Fairfield	IA	US	Ialoveni District
Farley	IA	US	Ialoveni District
Fayette	IA	US	Ialoveni District
Fayette County	IA	US	Ialoveni District
Floyd County	IA	US	Ialoveni District
Forest City	IA	US	Ialoveni District
Fort Dodge	IA	US	Ialoveni District
Fort Madison	IA	US	Ialoveni District
Franklin County	IA	US	Ialoveni District
Fremont County	IA	US	Ialoveni District
Garner	IA	US	Ialoveni District
George	IA	US	Ialoveni District
Gilbert	IA	US	Ialoveni District
Glenwood	IA	US	Ialoveni District
Glidden	IA	US	Ialoveni District
Granger	IA	US	Ialoveni District
Greene	IA	US	Ialoveni District
Greene County	IA	US	Ialoveni District
Greenfield	IA	US	Ialoveni District
Grimes	IA	US	Ialoveni District
Grinnell	IA	US	Ialoveni District
Grundy Center	IA	US	Ialoveni District
Grundy County	IA	US	Ialoveni District
Guthrie Center	IA	US	Ialoveni District
Guthrie County	IA	US	Ialoveni District
Guttenberg	IA	US	Ialoveni District
Hamburg	IA	US	Ialoveni District
Hamilton County	IA	US	Ialoveni District
Hampton	IA	US	Ialoveni District
Hancock County	IA	US	Ialoveni District
Hardin County	IA	US	Ialoveni District
Harlan	IA	US	Ialoveni District
Harrison County	IA	US	Ialoveni District
Hartley	IA	US	Ialoveni District
Hawarden	IA	US	Ialoveni District
Henry County	IA	US	Ialoveni District
Hiawatha	IA	US	Ialoveni District
Holstein	IA	US	Ialoveni District
Howard County	IA	US	Ialoveni District
Hudson	IA	US	Ialoveni District
Hull	IA	US	Ialoveni District
Humboldt	IA	US	Ialoveni District
Humboldt County	IA	US	Ialoveni District
Huxley	IA	US	Ialoveni District
Ida County	IA	US	Ialoveni District
Ida Grove	IA	US	Ialoveni District
Independence	IA	US	Ialoveni District
Indianola	IA	US	Ialoveni District
Iowa City	IA	US	Ialoveni District
Iowa County	IA	US	Ialoveni District
Iowa Falls	IA	US	Ialoveni District
Jackson County	IA	US	Ialoveni District
Jasper County	IA	US	Ialoveni District
Jefferson	IA	US	Ialoveni District
Jefferson County	IA	US	Ialoveni District
Jesup	IA	US	Ialoveni District
Jewell	IA	US	Ialoveni District
Johnson County	IA	US	Ialoveni District
Johnston	IA	US	Ialoveni District
Jones County	IA	US	Ialoveni District
Kalona	IA	US	Ialoveni District
Keokuk	IA	US	Ialoveni District
Keokuk County	IA	US	Ialoveni District
Keosauqua	IA	US	Ialoveni District
Kingsley	IA	US	Ialoveni District
Knoxville	IA	US	Ialoveni District
Kossuth County	IA	US	Ialoveni District
La Porte City	IA	US	Ialoveni District
Lake City	IA	US	Ialoveni District
Lake Mills	IA	US	Ialoveni District
Lake Panorama	IA	US	Ialoveni District
Lake Park	IA	US	Ialoveni District
Lake View	IA	US	Ialoveni District
Lamoni	IA	US	Ialoveni District
Laurens	IA	US	Ialoveni District
Le Claire	IA	US	Ialoveni District
Le Mars	IA	US	Ialoveni District
Lee County	IA	US	Ialoveni District
Lenox	IA	US	Ialoveni District
Leon	IA	US	Ialoveni District
Linn County	IA	US	Ialoveni District
Lisbon	IA	US	Ialoveni District
Logan	IA	US	Ialoveni District
Lone Tree	IA	US	Ialoveni District
Louisa County	IA	US	Ialoveni District
Lucas County	IA	US	Ialoveni District
Lyon County	IA	US	Ialoveni District
Madison County	IA	US	Ialoveni District
Madrid	IA	US	Ialoveni District
Maharishi Vedic City	IA	US	Ialoveni District
Mahaska County	IA	US	Ialoveni District
Malvern	IA	US	Ialoveni District
Manchester	IA	US	Ialoveni District
Manly	IA	US	Ialoveni District
Manning	IA	US	Ialoveni District
Manson	IA	US	Ialoveni District
Mapleton	IA	US	Ialoveni District
Maquoketa	IA	US	Ialoveni District
Marcus	IA	US	Ialoveni District
Marengo	IA	US	Ialoveni District
Marion	IA	US	Ialoveni District
Marion County	IA	US	Ialoveni District
Marshall County	IA	US	Ialoveni District
Marshalltown	IA	US	Ialoveni District
Mason City	IA	US	Ialoveni District
Mechanicsville	IA	US	Ialoveni District
Mediapolis	IA	US	Ialoveni District
Melcher-Dallas	IA	US	Ialoveni District
Milford	IA	US	Ialoveni District
Mills County	IA	US	Ialoveni District
Missouri Valley	IA	US	Ialoveni District
Mitchell County	IA	US	Ialoveni District
Mitchellville	IA	US	Ialoveni District
Monona	IA	US	Ialoveni District
Monona County	IA	US	Ialoveni District
Monroe	IA	US	Ialoveni District
Monroe County	IA	US	Ialoveni District
Montezuma	IA	US	Ialoveni District
Montgomery County	IA	US	Ialoveni District
Monticello	IA	US	Ialoveni District
Mount Ayr	IA	US	Ialoveni District
Mount Pleasant	IA	US	Ialoveni District
Mount Vernon	IA	US	Ialoveni District
Moville	IA	US	Ialoveni District
Muscatine	IA	US	Ialoveni District
Muscatine County	IA	US	Ialoveni District
Nashua	IA	US	Ialoveni District
Nevada	IA	US	Ialoveni District
New Hampton	IA	US	Ialoveni District
New London	IA	US	Ialoveni District
New Sharon	IA	US	Ialoveni District
Newton	IA	US	Ialoveni District
Nora Springs	IA	US	Ialoveni District
North English	IA	US	Ialoveni District
North Liberty	IA	US	Ialoveni District
Northwood	IA	US	Ialoveni District
Norwalk	IA	US	Ialoveni District
O'Brien County	IA	US	Ialoveni District
Oakland	IA	US	Ialoveni District
Oelwein	IA	US	Ialoveni District
Ogden	IA	US	Ialoveni District
Onawa	IA	US	Ialoveni District
Orange City	IA	US	Ialoveni District
Osage	IA	US	Ialoveni District
Osceola	IA	US	Ialoveni District
Osceola County	IA	US	Ialoveni District
Oskaloosa	IA	US	Ialoveni District
Ottumwa	IA	US	Ialoveni District
Page County	IA	US	Ialoveni District
Palo	IA	US	Ialoveni District
Palo Alto County	IA	US	Ialoveni District
Panora	IA	US	Ialoveni District
Park View	IA	US	Ialoveni District
Parkersburg	IA	US	Ialoveni District
Paullina	IA	US	Ialoveni District
Pella	IA	US	Ialoveni District
Peosta	IA	US	Ialoveni District
Perry	IA	US	Ialoveni District
Pleasant Hill	IA	US	Ialoveni District
Pleasantville	IA	US	Ialoveni District
Plymouth County	IA	US	Ialoveni District
Pocahontas	IA	US	Ialoveni District
Pocahontas County	IA	US	Ialoveni District
Polk City	IA	US	Ialoveni District
Polk County	IA	US	Ialoveni District
Postville	IA	US	Ialoveni District
Pottawattamie County	IA	US	Ialoveni District
Poweshiek County	IA	US	Ialoveni District
Prairie City	IA	US	Ialoveni District
Preston	IA	US	Ialoveni District
Primghar	IA	US	Ialoveni District
Red Oak	IA	US	Ialoveni District
Reinbeck	IA	US	Ialoveni District
Remsen	IA	US	Ialoveni District
Ringgold County	IA	US	Ialoveni District
Riverside	IA	US	Ialoveni District
Robins	IA	US	Ialoveni District
Rock Rapids	IA	US	Ialoveni District
Rock Valley	IA	US	Ialoveni District
Rockwell	IA	US	Ialoveni District
Rockwell City	IA	US	Ialoveni District
Roland	IA	US	Ialoveni District
Sac City	IA	US	Ialoveni District
Sac County	IA	US	Ialoveni District
Saint Ansgar	IA	US	Ialoveni District
Sanborn	IA	US	Ialoveni District
Saylorville	IA	US	Ialoveni District
Scott County	IA	US	Ialoveni District
Sergeant Bluff	IA	US	Ialoveni District
Sheffield	IA	US	Ialoveni District
Shelby County	IA	US	Ialoveni District
Sheldon	IA	US	Ialoveni District
Shell Rock	IA	US	Ialoveni District
Shenandoah	IA	US	Ialoveni District
Sibley	IA	US	Ialoveni District
Sidney	IA	US	Ialoveni District
Sigourney	IA	US	Ialoveni District
Sioux Center	IA	US	Ialoveni District
Sioux City	IA	US	Ialoveni District
Sioux County	IA	US	Ialoveni District
Slater	IA	US	Ialoveni District
Solon	IA	US	Ialoveni District
Spencer	IA	US	Ialoveni District
Spirit Lake	IA	US	Ialoveni District
Springville	IA	US	Ialoveni District
State Center	IA	US	Ialoveni District
Storm Lake	IA	US	Ialoveni District
Story City	IA	US	Ialoveni District
Story County	IA	US	Ialoveni District
Strawberry Point	IA	US	Ialoveni District
Stuart	IA	US	Ialoveni District
Sumner	IA	US	Ialoveni District
Tama	IA	US	Ialoveni District
Tama County	IA	US	Ialoveni District
Taylor County	IA	US	Ialoveni District
Tiffin	IA	US	Ialoveni District
Tipton	IA	US	Ialoveni District
Toledo	IA	US	Ialoveni District
Traer	IA	US	Ialoveni District
Tripoli	IA	US	Ialoveni District
Union County	IA	US	Ialoveni District
University Heights	IA	US	Ialoveni District
Urbana	IA	US	Ialoveni District
Urbandale	IA	US	Ialoveni District
Van Buren County	IA	US	Ialoveni District
Van Meter	IA	US	Ialoveni District
Villisca	IA	US	Ialoveni District
Vinton	IA	US	Ialoveni District
Walcott	IA	US	Ialoveni District
Walford	IA	US	Ialoveni District
Wapello	IA	US	Ialoveni District
Wapello County	IA	US	Ialoveni District
Warren County	IA	US	Ialoveni District
Washington	IA	US	Ialoveni District
Washington County	IA	US	Ialoveni District
Waterloo	IA	US	Ialoveni District
Waukee	IA	US	Ialoveni District
Waukon	IA	US	Ialoveni District
Waverly	IA	US	Ialoveni District
Wayne County	IA	US	Ialoveni District
Webster City	IA	US	Ialoveni District
Webster County	IA	US	Ialoveni District
Wellman	IA	US	Ialoveni District
West Branch	IA	US	Ialoveni District
West Burlington	IA	US	Ialoveni District
West Des Moines	IA	US	Ialoveni District
West Liberty	IA	US	Ialoveni District
West Union	IA	US	Ialoveni District
Williamsburg	IA	US	Ialoveni District
Wilton	IA	US	Ialoveni District
Windsor Heights	IA	US	Ialoveni District
Winfield	IA	US	Ialoveni District
Winnebago County	IA	US	Ialoveni District
Winneshiek County	IA	US	Ialoveni District
Winterset	IA	US	Ialoveni District
Woodbine	IA	US	Ialoveni District
Woodbury County	IA	US	Ialoveni District
Woodward	IA	US	Ialoveni District
Worth County	IA	US	Ialoveni District
Wright County	IA	US	Ialoveni District
Abilene	KS	US	Kasaï District
Allen County	KS	US	Kasaï District
Alma	KS	US	Kasaï District
Altamont	KS	US	Kasaï District
Anderson County	KS	US	Kasaï District
Andover	KS	US	Kasaï District
Anthony	KS	US	Kasaï District
Arkansas City	KS	US	Kasaï District
Arma	KS	US	Kasaï District
Ashland	KS	US	Kasaï District
Atchison	KS	US	Kasaï District
Atchison County	KS	US	Kasaï District
Atwood	KS	US	Kasaï District
Auburn	KS	US	Kasaï District
Augusta	KS	US	Kasaï District
Baldwin City	KS	US	Kasaï District
Barber County	KS	US	Kasaï District
Barton County	KS	US	Kasaï District
Basehor	KS	US	Kasaï District
Baxter Springs	KS	US	Kasaï District
Bellaire	KS	US	Kasaï District
Belle Plaine	KS	US	Kasaï District
Belleville	KS	US	Kasaï District
Beloit	KS	US	Kasaï District
Bonner Springs	KS	US	Kasaï District
Bourbon County	KS	US	Kasaï District
Brown County	KS	US	Kasaï District
Buhler	KS	US	Kasaï District
Burlington	KS	US	Kasaï District
Butler County	KS	US	Kasaï District
Caldwell	KS	US	Kasaï District
Caney	KS	US	Kasaï District
Carbondale	KS	US	Kasaï District
Chanute	KS	US	Kasaï District
Chapman	KS	US	Kasaï District
Chase County	KS	US	Kasaï District
Chautauqua County	KS	US	Kasaï District
Cheney	KS	US	Kasaï District
Cherokee County	KS	US	Kasaï District
Cherryvale	KS	US	Kasaï District
Chetopa	KS	US	Kasaï District
Cheyenne County	KS	US	Kasaï District
Cimarron	KS	US	Kasaï District
Clark County	KS	US	Kasaï District
Clay Center	KS	US	Kasaï District
Clay County	KS	US	Kasaï District
Clearwater	KS	US	Kasaï District
Cloud County	KS	US	Kasaï District
Coffey County	KS	US	Kasaï District
Coffeyville	KS	US	Kasaï District
Colby	KS	US	Kasaï District
Coldwater	KS	US	Kasaï District
Columbus	KS	US	Kasaï District
Colwich	KS	US	Kasaï District
Comanche County	KS	US	Kasaï District
Concordia	KS	US	Kasaï District
Conway Springs	KS	US	Kasaï District
Cottonwood Falls	KS	US	Kasaï District
Council Grove	KS	US	Kasaï District
Cowley County	KS	US	Kasaï District
Crawford County	KS	US	Kasaï District
De Soto	KS	US	Kasaï District
Decatur County	KS	US	Kasaï District
Derby	KS	US	Kasaï District
Dickinson County	KS	US	Kasaï District
Dighton	KS	US	Kasaï District
Dodge City	KS	US	Kasaï District
Doniphan County	KS	US	Kasaï District
Douglas County	KS	US	Kasaï District
Douglass	KS	US	Kasaï District
Edgerton	KS	US	Kasaï District
Edwards County	KS	US	Kasaï District
Edwardsville	KS	US	Kasaï District
El Dorado	KS	US	Kasaï District
Elk County	KS	US	Kasaï District
Elkhart	KS	US	Kasaï District
Ellinwood	KS	US	Kasaï District
Ellis	KS	US	Kasaï District
Ellis County	KS	US	Kasaï District
Ellsworth	KS	US	Kasaï District
Ellsworth County	KS	US	Kasaï District
Elwood	KS	US	Kasaï District
Emporia	KS	US	Kasaï District
Erie	KS	US	Kasaï District
Eudora	KS	US	Kasaï District
Eureka	KS	US	Kasaï District
Fairway	KS	US	Kasaï District
Finney County	KS	US	Kasaï District
Ford County	KS	US	Kasaï District
Fort Riley North	KS	US	Kasaï District
Fort Scott	KS	US	Kasaï District
Franklin County	KS	US	Kasaï District
Fredonia	KS	US	Kasaï District
Frontenac	KS	US	Kasaï District
Galena	KS	US	Kasaï District
Garden City	KS	US	Kasaï District
Gardner	KS	US	Kasaï District
Garnett	KS	US	Kasaï District
Geary County	KS	US	Kasaï District
Girard	KS	US	Kasaï District
Goddard	KS	US	Kasaï District
Goodland	KS	US	Kasaï District
Gove	KS	US	Kasaï District
Gove County	KS	US	Kasaï District
Graham County	KS	US	Kasaï District
Grandview Plaza	KS	US	Kasaï District
Grant County	KS	US	Kasaï District
